0.1995	5
0.2005	7
0.2015	7
0.2025	8
0.2035	9
0.2045	9
0.2055	10
0.2065	10
0.2075	11
0.2085	15
0.2095	24
0.2105	28
0.2115	34
0.2125	30
0.2135	32
0.2145	41
0.2155	37
0.2165	34
0.2175	36
0.2185	45
0.2195	48
0.2205	48
0.2215	39
0.2225	51
0.2235	66
0.2245	58
0.2255	54
0.2265	41
0.2275	41
0.2285	54
0.2295	48
0.2305	56
0.2315	50
0.2325	55
0.2335	46
0.2345	39
0.2355	57
0.2365	49
0.2375	53
0.2385	42
0.2395	46
0.2405	43
0.2415	52
0.2425	72
0.2435	65
0.2445	62
0.2455	51
0.2465	51
0.2475	57
0.2485	45
0.2495	58
0.2505	59
0.2515	47
0.2525	44
0.2535	55
0.2545	61
0.2555	89
0.2565	107
0.2575	129
0.2585	134
0.2595	108
0.2605	102
0.2615	103
0.2625	121
0.2635	175
0.2645	274
0.2655	280
0.2665	260
0.2675	270
0.2685	260
0.2695	252
0.2705	293
0.2715	232
0.2725	215
0.2735	204
0.2745	137
0.2755	200
0.2765	258
0.2775	240
0.2785	166
0.2795	89
0.2805	112
0.2815	231
0.2825	307
0.2835	330
0.2845	244
0.2855	141
0.2865	320
0.2875	371
0.2885	307
0.2895	456
0.2905	623
0.2915	600
0.2925	545
0.2935	545
0.2945	509
0.2955	548
0.2965	492
0.2975	531
0.2985	413
0.2995	485
0.3005	403
0.3015	445
0.3025	484
0.3035	631
0.3045	610
0.3055	580
0.3065	575
0.3075	645
0.3085	613
0.3095	484
0.31	495
0.3104	507
0.3108	588
0.3112	707
0.3116	747
0.312	707
0.3124	644
0.3128	663
0.3132	710
0.3136	691
0.314	689
0.3144	722
0.3148	673
0.3152	695
0.3156	765
0.316	675
0.3164	569
0.3168	623
0.3172	749
0.3176	830
0.318	813
0.3184	673
0.3188	642
0.3192	768
0.3196	759
0.32	712
0.3204	778
0.3208	844
0.3212	847
0.3216	736
0.322	695
0.3224	773
0.3228	758
0.3232	646
0.3236	603
0.324	604
0.3244	618
0.3248	654
0.3252	646
0.3256	682
0.326	852
0.3264	1049
0.3268	1111
0.3272	1108
0.3276	1050
0.328	965
0.3284	914
0.3288	913
0.3292	952
0.3296	1043
0.33	1144
0.3304	1137
0.3305	1006
0.3315	968
0.3325	921
0.3335	905
0.3345	940
0.3355	982
0.3365	765
0.3375	866
0.3385	916
0.3395	937
0.3405	992
0.3415	936
0.3425	995
0.3435	985
0.3445	719
0.3455	967
0.3465	919
0.3475	902
0.3485	948
0.3495	865
0.3505	1119
0.3515	993
0.3525	871
0.3535	1115
0.3545	1133
0.3555	1058
0.3565	938
0.3575	891
0.3585	627
0.3595	1136
0.3605	979
0.3615	894
0.3625	1175
0.3635	958
0.3645	1015
0.3655	1263
0.3665	1249
0.3675	1214
0.3685	1088
0.3695	1331
0.3705	1075
0.3715	1307
0.3725	1065
0.3735	838
0.3745	878
0.3755	1141
0.3765	1101
0.3775	1291
0.3785	1341
0.3795	1000
0.3805	1289
0.3815	1096
0.3825	733
0.3835	684
0.3845	1027
0.3855	954
0.3865	1071
0.3875	966
0.3885	912
0.3895	1227
0.3905	1223
0.3915	1398
0.3925	955
0.3935	489
0.3945	1101
0.3955	1378
0.3965	650
0.3975	1040
0.3985	1538
0.3995	1655
0.4005	1649
0.4015	1796
0.4025	1803
0.4035	1658
0.4045	1602
0.4055	1672
0.4065	1624
0.4075	1545
0.4085	1824
0.4095	1706
0.4105	1502
0.4115	1819
0.4125	1791
0.4135	1758
0.4145	1739
0.4155	1736
0.4165	1844
0.4175	1667
0.4185	1686
0.4195	1703
0.4205	1760
0.4215	1799
0.4225	1584
0.4235	1713
0.4245	1770
0.4255	1697
0.4265	1700
0.4275	1571
0.4285	1589
0.4295	1477
0.4305	1136
0.4315	1688
0.4325	1648
0.4335	1733
0.4345	1672
0.4355	1725
0.4365	1931
0.4375	1808
0.4385	1569
0.4395	1827
0.4405	1715
0.4415	1933
0.4425	1982
0.4435	1911
0.4445	1975
0.4455	1823
0.4465	1893
0.4475	2079
0.4485	1975
0.4495	2029
0.4505	2146
0.4515	2111
0.4525	1943
0.4535	1972
0.4545	1981
0.4555	2036
0.4565	2079
0.4575	2102
0.4585	1973
0.4595	2011
0.4605	2042
0.4615	2057
0.4625	2106
0.4635	2042
0.4645	1978
0.4655	2044
0.4665	1923
0.4675	2017
0.4685	1996
0.4695	1992
0.4705	1879
0.4715	2020
0.4725	2043
0.4735	1993
0.4745	2053
0.4755	2018
0.4765	1958
0.4775	2077
0.4785	2011
0.4795	2078
0.4805	2037
0.4815	2092
0.4825	2025
0.4835	2021
0.4845	1971
0.4855	1832
0.4865	1627
0.4875	1832
0.4885	1916
0.4895	1962
0.4905	2009
0.4915	1898
0.4925	1898
0.4935	1890
0.4945	2060
0.4955	1928
0.4965	2019
0.4975	2020
0.4985	1868
0.4995	1972
0.5005	1859
0.5015	1814
0.5025	1896
0.5035	1936
0.5045	1871
0.5055	1995
0.5065	1963
0.5075	1908
0.5085	1921
0.5095	1918
0.5105	1949
0.5115	1999
0.5125	1869
0.5135	1863
0.5145	1876
0.5155	1902
0.5165	1671
0.5175	1728
0.5185	1656
0.5195	1830
0.5205	1833
0.5215	1908
0.5225	1825
0.5235	1896
0.5245	1960
0.5255	1932
0.5265	1676
0.5275	1830
0.5285	1899
0.5295	1920
0.5305	1954
0.5315	1965
0.5325	1773
0.5335	1925
0.5345	1860
0.5355	1992
0.5365	1873
0.5375	1884
0.5385	1906
0.5395	1834
0.5405	1772
0.5415	1883
0.5425	1827
0.5435	1881
0.5445	1881
0.5455	1903
0.5465	1881
0.5475	1835
0.5485	1865
0.5495	1897
0.5505	1864
0.5515	1873
0.5525	1848
0.5535	1884
0.5545	1900
0.5555	1899
0.5565	1823
0.5575	1848
0.5585	1789
0.5595	1810
0.5605	1845
0.5615	1826
0.5625	1852
0.5635	1863
0.5645	1856
0.5655	1800
0.5665	1831
0.5675	1889
0.5685	1812
0.5695	1862
0.5705	1772
0.5715	1825
0.5725	1894
0.5735	1878
0.5745	1869
0.5755	1832
0.5765	1848
0.5775	1859
0.5785	1786
0.5795	1830
0.5805	1840
0.5815	1855
0.5825	1875
0.5835	1859
0.5845	1862
0.5855	1786
0.5865	1832
0.5875	1850
0.5885	1752
0.5895	1614
0.5905	1815
0.5915	1789
0.5925	1810
0.5935	1798
0.5945	1776
0.5955	1785
0.5965	1807
0.5975	1783
0.5985	1760
0.5995	1777
0.6005	1748
0.6015	1753
0.6025	1721
0.6035	1789
0.6045	1779
0.6055	1766
0.6065	1762
0.6075	1760
0.6085	1745
0.6095	1746
0.6105	1705
0.6115	1748
0.6125	1707
0.6135	1685
0.6145	1715
0.6155	1715
0.6165	1611
0.6175	1709
0.6185	1726
0.6195	1709
0.6205	1736
0.6215	1692
0.6225	1715
0.6235	1668
0.6245	1658
0.6255	1634
0.6265	1699
0.6275	1699
0.6285	1699
0.6295	1679
0.631	1641
0.633	1653
0.635	1658
0.637	1656
0.639	1653
0.641	1616
0.643	1623
0.645	1629
0.647	1605
0.649	1560
0.651	1608
0.653	1601
0.655	1534
0.657	1386
0.659	1551
0.661	1573
0.663	1557
0.665	1562
0.667	1537
0.669	1548
0.671	1518
0.673	1523
0.675	1512
0.677	1510
0.679	1500
0.681	1494
0.683	1481
0.685	1457
0.687	1469
0.689	1463
0.691	1450
0.693	1450
0.695	1438
0.697	1418
0.699	1427
0.701	1388
0.703	1390
0.705	1417
0.707	1402
0.709	1386
0.711	1387
0.713	1375
0.715	1368
0.717	1355
0.719	1329
0.721	1332
0.723	1349
0.725	1351
0.727	1347
0.729	1320
0.731	1327
0.733	1319
0.735	1310
0.737	1308
0.739	1279
0.741	1259
0.743	1287
0.745	1280
0.747	1284
0.749	1271
0.751	1263
0.753	1260
0.755	1256
0.757	1249
0.759	1241
0.761	1238
0.763	1242
0.765	1222
0.767	1186
0.769	1204
0.771	1205
0.773	1209
0.775	1189
0.777	1197
0.779	1188
0.781	1188
0.783	1177
0.785	1181
0.787	1178
0.789	1175
0.791	1159
0.793	1144
0.795	1135
0.797	1153
0.799	1136
0.801	1143
0.803	1130
0.805	1116
0.807	1121
0.809	1096
0.811	1115
0.813	1116
0.815	1108
0.817	1105
0.819	1065
0.821	1081
0.823	1074
0.825	1076
0.827	1077
0.829	1073
0.831	1069
0.833	1034
0.835	1053
